iter	Logloss
0	0.5641153127
1	0.4769031126
2	0.3663762526
3	0.3290345836
4	0.2952496886
5	0.2505382467
6	0.2211406501
7	0.1908757835
8	0.1753399974
9	0.1497786043
10	0.1395467051
11	0.1300327565
12	0.1215234678
13	0.1104992911
14	0.1040851292
15	0.09967885004
16	0.09434977044
17	0.08901163184
18	0.08504697698
19	0.08151218636
